state,district_id,district
06,0635490,Santa Clara Elementary School District
06,0637140,Somis Union Elementary School District
06,0607260,Camptonville Elementary School District
06,0631180,Plumas Lake Elementary School District
06,0642330,Wheatland Elementary School District
06,0631980,Red Bluff Union Elementary School District
06,0632250,Reeds Creek Elementary School District
06,0632400,Richfield Elementary School District
06,0600012,Twin Ridges Elementary School District
06,0608340,Chicago Park Elementary School District
06,0608880,Clear Creek Elementary School District
06,0615780,Grass Valley Elementary School District
06,0626820,Nevada City Elementary School District
06,0630930,Pleasant Ridge Union Elementary School District
06,0640380,Union Hill Elementary School District
06,0623040,Lucerne Elementary School District
06,0604500,Belleview Elementary School District
06,0609480,Columbia Union Elementary School District
06,0610320,Curtis Creek Elementary School District
06,0618690,Jamestown Elementary School District
06,0637230,Sonora Elementary School District
06,0637320,Soulsbyville Elementary School District
06,0638250,Summerville Elementary School District
06,0640200,Twain Harte School District
06,0603060,Arcohe Union Elementary School District
06,0633240,Robla Elementary School District
06,0601890,Alexander Valley Union School District
06,0604380,Bellevue Union School District
06,0604650,Bennett Valley Union Elementary School District
06,0608700,Cinnabar Elementary School District
06,0611610,Dunham Elementary School District
06,0614010,Forestville Union Elementary School District
06,0614130,Fort Ross Elementary School District
06,0615840,Gravenstein Union Elementary School District
06,0603780,Bangor Union Elementary School District
06,0616320,Guerneville Elementary School District
06,0616620,Harmony Union School District
06,0617580,Horicon Elementary School District
06,0619410,Kenwood Elementary School District
06,0621540,Liberty Elementary School District
06,0624000,Mark West Union Elementary School District
06,0625410,Monte Rio Union Elementary School District
06,0625650,Montgomery Elementary School District
06,0627840,Oak Grove Union Elementary School District
06,0628320,Old Adobe Union Elementary School District
06,0630230,Petaluma City Elementary School District
06,0630450,Piner-Olivet Union Elementary School District
06,0632340,Kashia Elementary School District
06,0632640,Rincon Valley Union Elementary School District
06,0633510,Roseland School District
06,0635810,Santa Rosa Elementary School District
06,0636180,Sebastopol Union Elementary School District
06,0640230,Twin Hills Union Elementary School District
06,0640260,Two Rock Union Elementary School District
06,0601950,Alisal Union Elementary School District
06,0605190,Bitterwater-Tully Union Elementary School District
06,0605730,Bradley Union Elementary School District
06,0608580,Chualar Union Elementary School District
06,0608250,Chatom Union Elementary School District
06,0612690,Empire Union Elementary School District
06,0615810,Gratton Elementary School District
06,0616650,Hart-Ransom Union Elementary School District
06,0615480,Golden Feather Union Elementary School District
06,0623700,Manzanita Elementary School District
06,0629100,Oroville City Elementary School District
06,0629540,Palermo Union Elementary School District
06,0630520,Pioneer Union Elementary School District
06,0639180,Thermalito Union School District
06,0606090,Brittan Elementary School District
06,0606100,Browns Elementary School District
06,0614340,Franklin Elementary School District
06,0623800,Marcum-Illinois Union Elementary School District
06,0624690,Meridian Elementary School District
06,0627750,Nuestro Elementary School District
06,0630900,Pleasant Grove Joint Union Elementary School District
06,0642900,Winship Robbins Elementary School District
06,0641790,Waugh Elementary School District
06,0642270,West Side Union Elementary School District
06,0615870,Graves Elementary School District
06,0616080,Greenfield Union Elementary School District
06,0619680,King City Union Elementary School District
06,0620490,Lagunita Elementary School District
06,0625110,Mission Union Elementary School District
06,0631020,Pleasant Valley Joint Union Elementary School District
06,0633930,Salinas City Elementary School District
06,0634050,San Antonio Union Elementary School District
06,0634080,San Ardo Union Elementary School District
06,0634770,San Lucas Union Elementary School District
06,0635010,San Miguel Joint Union Elementary School District
06,0635790,Santa Rita Union Elementary School District
06,0637710,Spreckels Union Elementary School District
06,0641610,Washington Union Elementary School District
06,0617160,Hickman Community Charter School District
06,0619620,Keyes Union Elementary School District
06,0620010,Knights Ferry Elementary School District
06,0625130,Modesto City Elementary School District
06,0629790,Paradise Elementary School District
06,0633210,Roberts Ferry Union Elementary School District
06,0633900,Salida Union Elementary School District
06,0636660,Shiloh Elementary School District
06,0637950,Stanislaus Union Elementary School District
06,0638670,Sylvan Union Elementary School District
06,0602310,Alum Rock Union Elementary School District
06,0622650,Los Altos Elementary School District
06,0610290,Cupertino Union Elementary School District
06,0635910,Saratoga Union Elementary School District
06,0606510,Burnt Ranch Elementary School District
06,0609240,Coffee Creek Elementary School District
06,0611430,Douglas City Elementary School District
06,0619170,Junction City Elementary School District
06,0621480,Lewiston Elementary School District
06,0639750,Trinity Center Elementary School District
06,0606570,Burton Elementary School District
06,0629670,Palo Verde Union Elementary School District
06,0627900,Oak Valley Union Elementary School District
06,0635940,Saucelito Elementary School District
06,0631050,Pleasant View Elementary School District
06,0606420,Buena Vista Elementary School District
06,0617520,Hope Elementary School District
06,0621570,Liberty Elementary School District
06,0602220,Alta Vista Elementary School District
06,0621900,Linns Valley-Poso Flat Union School District
06,0638340,Sundale Union Elementary School District
06,0641820,Waukena Joint Union Elementary School District
06,0607200,Campbell Union Elementary School District
06,0622350,Loma Prieta Joint Union Elementary School District
06,0622830,Los Gatos Union Elementary School District
06,0620700,Lakeside Joint Elementary School District
06,0626280,Mountain View Whisman Elementary School District
06,0638460,Sunnyvale Elementary School District
06,0614370,Franklin-McKinley Elementary School District
06,0625770,Moreland School District
06,0640320,Union Elementary School District
06,0627810,Oak Grove Elementary School District
06,0613140,Evergreen Elementary School District
06,0628680,Orchard Elementary School District
06,0604800,Berryessa Union Elementary School District
06,0626400,Mount Pleasant Elementary School District
06,0607140,Cambrian Elementary School District
06,0623130,Luther Burbank Elementary School District
06,0631920,Raymond-Knowles Union Elementary School District
06,0601980,Allensworth Elementary School District
06,0608640,Cienega Union Elementary School District
06,0617340,Hollister School District
06,0618810,Jefferson Elementary School District
06,0627480,North County Joint Union Elementary School District
06,0629770,Panoche Elementary School District
06,0637650,Southside Elementary School District
06,0639690,Tres Pinos Union Elementary School District
